month,term,value
2015-06-01,Alcoholism,59.91
2015-07-01,Alcoholism,89.29
2015-08-01,Alcoholism,60.85
2015-09-01,Alcoholism,45.81
2015-10-01,Alcoholism,58.87
2015-11-01,Alcoholism,68.53
2015-12-01,Alcoholism,79.23
2016-01-01,Alcoholism,91.72
2016-02-01,Alcoholism,55.96
2016-03-01,Alcoholism,39.82
2016-04-01,Alcoholism,40.93
2016-05-01,Alcoholism,77.65
2016-06-01,Alcoholism,78.27
2016-07-01,Alcoholism,60.47
2016-08-01,Alcoholism,64.22
2016-09-01,Alcoholism,42.61
2016-10-01,Alcoholism,57.02
2016-11-01,Alcoholism,38.29
2016-12-01,Alcoholism,60.81
2017-01-01,Alcoholism,50.09
2017-02-01,Alcoholism,45.48
2017-03-01,Alcoholism,57.66
2017-04-01,Alcoholism,41.0
2017-05-01,Alcoholism,53.58
2017-06-01,Alcoholism,48.76
2017-07-01,Alcoholism,64.2
2017-08-01,Alcoholism,68.8
2017-09-01,Alcoholism,70.14
2017-10-01,Alcoholism,81.78
2017-11-01,Alcoholism,77.17
2017-12-01,Alcoholism,50.51
2018-01-01,Alcoholism,46.53
2018-02-01,Alcoholism,56.31
2018-03-01,Alcoholism,55.88
2018-04-01,Alcoholism,47.99
2018-05-01,Alcoholism,61.83
2018-06-01,Alcoholism,77.2
2018-07-01,Alcoholism,64.27
2018-08-01,Alcoholism,91.22
2018-09-01,Alcoholism,64.27
2018-10-01,Alcoholism,82.87
2018-11-01,Alcoholism,68.42
2018-12-01,Alcoholism,54.97
2019-01-01,Alcoholism,75.53
2019-02-01,Alcoholism,76.74
2019-03-01,Alcoholism,70.36
2019-04-01,Alcoholism,85.4
2019-05-01,Alcoholism,68.95
2019-06-01,Alcoholism,46.36
2019-07-01,Alcoholism,58.63
2019-08-01,Alcoholism,69.49
2019-09-01,Alcoholism,42.48
2019-10-01,Alcoholism,69.22
2019-11-01,Alcoholism,45.86
2019-12-01,Alcoholism,69.21
2020-01-01,Alcoholism,63.88
2020-02-01,Alcoholism,40.06
2020-03-01,Alcoholism,46.27
2020-04-01,Alcoholism,67.16
2020-05-01,Alcoholism,49.92
2020-06-01,Alcoholism,61.71
2020-07-01,Alcoholism,80.87
2020-08-01,Alcoholism,69.07
2020-09-01,Alcoholism,44.26
2020-10-01,Alcoholism,61.79
2020-11-01,Alcoholism,71.53
2020-12-01,Alcoholism,47.44
2021-01-01,Alcoholism,50.31
2021-02-01,Alcoholism,57.54
2021-03-01,Alcoholism,50.65
2021-04-01,Alcoholism,55.67
2021-05-01,Alcoholism,100.0
2015-01-01,Aleppo,0.0
2015-02-01,Aleppo,0.0
2015-03-01,Aleppo,0.0
2015-04-01,Aleppo,0.0
2015-05-01,Aleppo,0.0
2015-06-01,Aleppo,0.0
2015-07-01,Aleppo,0.0
2015-08-01,Aleppo,0.0
2015-09-01,Aleppo,0.0
2015-10-01,Aleppo,0.0
2015-11-01,Aleppo,0.0
2015-12-01,Aleppo,0.0
2016-01-01,Aleppo,0.0
2016-02-01,Aleppo,0.0
2016-03-01,Aleppo,0.0
2016-04-01,Aleppo,0.0
2016-05-01,Aleppo,0.0
2016-06-01,Aleppo,0.0
2016-07-01,Aleppo,0.0
2016-08-01,Aleppo,2.3
2016-09-01,Aleppo,3.36
2016-10-01,Aleppo,5.35
2016-11-01,Aleppo,10.78
2016-12-01,Aleppo,100.0
2017-01-01,Aleppo,2.96
2017-02-01,Aleppo,1.05
2017-03-01,Aleppo,2.84
2017-04-01,Aleppo,1.01
2017-05-01,Aleppo,0.0
2017-06-01,Aleppo,1.07
2017-07-01,Aleppo,0.0
2017-08-01,Aleppo,0.0
2017-09-01,Aleppo,0.0
2017-10-01,Aleppo,0.0
2017-11-01,Aleppo,0.0
2017-12-01,Aleppo,0.0
2018-01-01,Aleppo,0.0
2018-02-01,Aleppo,1.01
2018-03-01,Aleppo,0.0
2018-04-01,Aleppo,0.0
2018-05-01,Aleppo,0.0
2018-06-01,Aleppo,0.0
2018-07-01,Aleppo,0.0
2018-08-01,Aleppo,0.0
2018-09-01,Aleppo,0.0
2018-10-01,Aleppo,0.0
2018-11-01,Aleppo,0.93
2018-12-01,Aleppo,0.0
2019-01-01,Aleppo,0.0
2019-02-01,Aleppo,1.95
2019-03-01,Aleppo,0.0
2019-04-01,Aleppo,0.93
2019-05-01,Aleppo,0.0
2019-06-01,Aleppo,0.0
2019-07-01,Aleppo,0.0
2019-08-01,Aleppo,0.0
2019-09-01,Aleppo,0.88
2019-10-01,Aleppo,0.0
2019-11-01,Aleppo,0.0
2019-12-01,Aleppo,0.0
2020-01-01,Aleppo,0.0
2020-02-01,Aleppo,0.0
2020-03-01,Aleppo,0.0
2020-04-01,Aleppo,0.0
2020-05-01,Aleppo,0.0
2020-06-01,Aleppo,0.0
2020-07-01,Aleppo,0.0
2020-08-01,Aleppo,0.0
2020-09-01,Aleppo,0.0
2020-10-01,Aleppo,0.0
2020-11-01,Aleppo,0.0
2020-12-01,Aleppo,0.0
2021-01-01,Aleppo,0.0
2021-02-01,Aleppo,0.0
2021-03-01,Aleppo,0.0
2021-04-01,Aleppo,0.0
2021-05-01,Aleppo,0.0
2015-01-01,Amazon rainforest,0.0
2015-02-01,Amazon rainforest,0.0
2015-03-01,Amazon rainforest,0.0
2015-04-01,Amazon rainforest,0.0
2015-05-01,Amazon rainforest,1.48
2015-06-01,Amazon rainforest,0.0
2015-07-01,Amazon rainforest,0.0
2015-08-01,Amazon rainforest,0.0
2015-09-01,Amazon rainforest,0.0
2015-10-01,Amazon rainforest,0.0
2015-11-01,Amazon rainforest,0.0
2015-12-01,Amazon rainforest,0.0
2016-01-01,Amazon rainforest,0.0
2016-02-01,Amazon rainforest,0.0
2016-03-01,Amazon rainforest,0.0
2016-04-01,Amazon rainforest,0.0
2016-05-01,Amazon rainforest,2.84
2016-06-01,Amazon rainforest,0.0
2016-07-01,Amazon rainforest,1.53
2016-08-01,Amazon rainforest,0.0
2016-09-01,Amazon rainforest,0.0
2016-10-01,Amazon rainforest,0.0
2016-11-01,Amazon rainforest,0.0
2016-12-01,Amazon rainforest,0.0
2017-01-01,Amazon rainforest,0.0
2017-02-01,Amazon rainforest,1.42
2017-03-01,Amazon rainforest,0.0
2017-04-01,Amazon rainforest,0.0
2017-05-01,Amazon rainforest,1.36
2017-06-01,Amazon rainforest,0.0
2017-07-01,Amazon rainforest,0.0
2017-08-01,Amazon rainforest,0.0
2017-09-01,Amazon rainforest,0.0
2017-10-01,Amazon rainforest,0.0
2017-11-01,Amazon rainforest,0.0
2017-12-01,Amazon rainforest,2.68
2018-01-01,Amazon rainforest,0.0
2018-02-01,Amazon rainforest,2.72
2018-03-01,Amazon rainforest,1.24
2018-04-01,Amazon rainforest,0.0
2018-05-01,Amazon rainforest,0.0
2018-06-01,Amazon rainforest,1.28
2018-07-01,Amazon rainforest,0.0
2018-08-01,Amazon rainforest,0.0
2018-09-01,Amazon rainforest,0.0
2018-10-01,Amazon rainforest,0.0
2018-11-01,Amazon rainforest,1.25
2018-12-01,Amazon rainforest,0.0
2019-01-01,Amazon rainforest,0.0
2019-02-01,Amazon rainforest,0.0
2019-03-01,Amazon rainforest,0.0
2019-04-01,Amazon rainforest,0.0
2019-05-01,Amazon rainforest,0.0
2019-06-01,Amazon rainforest,0.0
2019-07-01,Amazon rainforest,0.0
2019-08-01,Amazon rainforest,100.0
2019-09-01,Amazon rainforest,4.75
2019-10-01,Amazon rainforest,0.0
2019-11-01,Amazon rainforest,2.32
2019-12-01,Amazon rainforest,0.0
2020-01-01,Amazon rainforest,4.38
2020-02-01,Amazon rainforest,1.12
2020-03-01,Amazon rainforest,0.98
2020-04-01,Amazon rainforest,0.0
2020-05-01,Amazon rainforest,0.0
2020-06-01,Amazon rainforest,2.05
2020-07-01,Amazon rainforest,0.0
2020-08-01,Amazon rainforest,1.05
2020-09-01,Amazon rainforest,1.02
2020-10-01,Amazon rainforest,1.06
2020-11-01,Amazon rainforest,1.09
2020-12-01,Amazon rainforest,0.0
2021-01-01,Amazon rainforest,1.07
2021-02-01,Amazon rainforest,1.18
2021-03-01,Amazon rainforest,3.1
2021-04-01,Amazon rainforest,0.0
2021-05-01,Amazon rainforest,0.0
2015-01-01,Anger management,17.14
2015-02-01,Anger management,9.21
2015-03-01,Anger management,33.46
2015-04-01,Anger management,17.32
2015-05-01,Anger management,25.13
2015-06-01,Anger management,8.56
2015-07-01,Anger management,25.11
2015-08-01,Anger management,24.89
2015-09-01,Anger management,16.17
2015-10-01,Anger management,15.36
2015-11-01,Anger management,23.72
2015-12-01,Anger management,15.85
2016-01-01,Anger management,0.0
2016-02-01,Anger management,25.18
2016-03-01,Anger management,15.93
2016-04-01,Anger management,0.0
2016-05-01,Anger management,16.07
2016-06-01,Anger management,41.93
2016-07-01,Anger management,8.64
2016-08-01,Anger management,8.76
2016-09-01,Anger management,8.52
2016-10-01,Anger management,8.15
2016-11-01,Anger management,8.21
2016-12-01,Anger management,7.93
2017-01-01,Anger management,15.03
2017-02-01,Anger management,24.08
2017-03-01,Anger management,21.62
2017-04-01,Anger management,7.69
2017-05-01,Anger management,0.0
2017-06-01,Anger management,8.13
2017-07-01,Anger management,0.0
2017-08-01,Anger management,15.29
2017-09-01,Anger management,15.59
2017-10-01,Anger management,14.87
2017-11-01,Anger management,29.87
2017-12-01,Anger management,15.15
2018-01-01,Anger management,6.98
2018-02-01,Anger management,23.04
2018-03-01,Anger management,34.92
2018-04-01,Anger management,28.79
2018-05-01,Anger management,21.4
2018-06-01,Anger management,7.24
2018-07-01,Anger management,35.71
2018-08-01,Anger management,7.02
2018-09-01,Anger management,28.56
2018-10-01,Anger management,34.53
2018-11-01,Anger management,14.16
2018-12-01,Anger management,0.0
2019-01-01,Anger management,6.87
2019-02-01,Anger management,7.43
2019-03-01,Anger management,0.0
2019-04-01,Anger management,14.23
2019-05-01,Anger management,6.67
2019-06-01,Anger management,13.91
2019-07-01,Anger management,20.3
2019-08-01,Anger management,26.9
2019-09-01,Anger management,20.12
2019-10-01,Anger management,18.88
2019-11-01,Anger management,13.1
2019-12-01,Anger management,6.49
2020-01-01,Anger management,6.18
2020-02-01,Anger management,6.32
2020-03-01,Anger management,16.66
2020-04-01,Anger management,5.6
2020-05-01,Anger management,27.74
2020-06-01,Anger management,17.36
2020-07-01,Anger management,17.75
2020-08-01,Anger management,17.76
2020-09-01,Anger management,11.55
2020-10-01,Anger management,0.0
2020-11-01,Anger management,18.39
2020-12-01,Anger management,6.19
2021-01-01,Anger management,12.07
2021-02-01,Anger management,19.92
2021-03-01,Anger management,29.22
2021-04-01,Anger management,18.56
2021-05-01,Anger management,100.0
2015-01-01,Anorexia,59.12
2015-02-01,Anorexia,42.36
2015-03-01,Anorexia,96.18
2015-04-01,Anorexia,59.75
2015-05-01,Anorexia,28.89
2015-06-01,Anorexia,29.52
2015-07-01,Anorexia,67.37
2015-08-01,Anorexia,38.16
2015-09-01,Anorexia,74.36
2015-10-01,Anorexia,44.14
2015-11-01,Anorexia,100.0
2015-12-01,Anorexia,36.43
2016-01-01,Anorexia,74.43
2016-02-01,Anorexia,38.6
2016-03-01,Anorexia,64.09
2016-04-01,Anorexia,28.24
2016-05-01,Anorexia,73.88
2016-06-01,Anorexia,77.13
2016-07-01,Anorexia,29.79
2016-08-01,Anorexia,30.21
2016-09-01,Anorexia,58.79
2016-10-01,Anorexia,28.1
2016-11-01,Anorexia,47.17
2016-12-01,Anorexia,27.36
2017-01-01,Anorexia,60.47
2017-02-01,Anorexia,18.46
2017-03-01,Anorexia,16.57
2017-04-01,Anorexia,53.03
2017-05-01,Anorexia,61.6
2017-06-01,Anorexia,9.34
2017-07-01,Anorexia,18.45
2017-08-01,Anorexia,61.52
2017-09-01,Anorexia,53.76
2017-10-01,Anorexia,34.19
2017-11-01,Anorexia,85.86
2017-12-01,Anorexia,34.84
2018-01-01,Anorexia,24.07
2018-02-01,Anorexia,17.66
2018-03-01,Anorexia,56.21
2018-04-01,Anorexia,49.66
2018-05-01,Anorexia,24.61
2018-06-01,Anorexia,33.28
2018-07-01,Anorexia,73.89
2018-08-01,Anorexia,32.27
2018-09-01,Anorexia,32.84
2018-10-01,Anorexia,39.7
2018-11-01,Anorexia,81.37
2018-12-01,Anorexia,41.22
2019-01-01,Anorexia,55.26
2019-02-01,Anorexia,25.61
2019-03-01,Anorexia,86.11
2019-04-01,Anorexia,57.27
2019-05-01,Anorexia,46.03
2019-06-01,Anorexia,63.96
2019-07-01,Anorexia,15.56
2019-08-01,Anorexia,23.2
2019-09-01,Anorexia,53.97
2019-10-01,Anorexia,50.64
2019-11-01,Anorexia,30.13
2019-12-01,Anorexia,29.84
2020-01-01,Anorexia,14.21
2020-02-01,Anorexia,58.17
2020-03-01,Anorexia,38.3
2020-04-01,Anorexia,77.22
2020-05-01,Anorexia,0.0
2020-06-01,Anorexia,53.21
2020-07-01,Anorexia,61.23
2020-08-01,Anorexia,68.07
2020-09-01,Anorexia,53.1
2020-10-01,Anorexia,20.62
2020-11-01,Anorexia,35.25
2020-12-01,Anorexia,64.02
2021-01-01,Anorexia,97.17
2021-02-01,Anorexia,83.97
2021-03-01,Anorexia,40.31
2021-04-01,Anorexia,21.33
2021-05-01,Anorexia,0.0
2015-01-01,Anxiety,21.43
2015-02-01,Anxiety,13.82
2015-03-01,Anxiety,8.37
2015-04-01,Anxiety,17.32
2015-05-01,Anxiety,25.13
2015-06-01,Anxiety,8.56
2015-07-01,Anxiety,8.37
2015-08-01,Anxiety,16.6
2015-09-01,Anxiety,36.38
2015-10-01,Anxiety,34.55
2015-11-01,Anxiety,23.72
2015-12-01,Anxiety,43.58
2016-01-01,Anxiety,20.23
2016-02-01,Anxiety,12.59
2016-03-01,Anxiety,11.95
2016-04-01,Anxiety,20.47
2016-05-01,Anxiety,44.18
2016-06-01,Anxiety,16.77
2016-07-01,Anxiety,38.87
2016-08-01,Anxiety,35.03
2016-09-01,Anxiety,25.57
2016-10-01,Anxiety,16.29
2016-11-01,Anxiety,41.03
2016-12-01,Anxiety,19.83
2017-01-01,Anxiety,18.79
2017-02-01,Anxiety,16.05
2017-03-01,Anxiety,39.64
2017-04-01,Anxiety,19.22
2017-05-01,Anxiety,26.79
2017-06-01,Anxiety,20.32
2017-07-01,Anxiety,12.04
2017-08-01,Anxiety,30.58
2017-09-01,Anxiety,23.38
2017-10-01,Anxiety,48.33
2017-11-01,Anxiety,18.67
2017-12-01,Anxiety,30.31
2018-01-01,Anxiety,31.41
2018-02-01,Anxiety,26.88
2018-03-01,Anxiety,17.46
2018-04-01,Anxiety,39.59
2018-05-01,Anxiety,17.83
2018-06-01,Anxiety,32.57
2018-07-01,Anxiety,39.28
2018-08-01,Anxiety,14.03
2018-09-01,Anxiety,24.99
2018-10-01,Anxiety,17.26
2018-11-01,Anxiety,14.16
2018-12-01,Anxiety,25.1
2019-01-01,Anxiety,24.03
2019-02-01,Anxiety,25.99
2019-03-01,Anxiety,13.62
2019-04-01,Anxiety,14.23
2019-05-01,Anxiety,16.68
2019-06-01,Anxiety,13.91
2019-07-01,Anxiety,23.68
2019-08-01,Anxiety,40.35
2019-09-01,Anxiety,33.53
2019-10-01,Anxiety,12.59
2019-11-01,Anxiety,26.21
2019-12-01,Anxiety,12.98
2020-01-01,Anxiety,18.54
2020-02-01,Anxiety,41.11
2020-03-01,Anxiety,13.88
2020-04-01,Anxiety,22.39
2020-05-01,Anxiety,22.19
2020-06-01,Anxiety,49.17
2020-07-01,Anxiety,5.92
2020-08-01,Anxiety,23.68
2020-09-01,Anxiety,34.64
2020-10-01,Anxiety,35.88
2020-11-01,Anxiety,9.2
2020-12-01,Anxiety,21.66
2021-01-01,Anxiety,30.19
2021-02-01,Anxiety,13.28
2021-03-01,Anxiety,17.53
2021-04-01,Anxiety,12.37
2021-05-01,Anxiety,100.0
2015-01-01,Australia fires,2.64
2015-02-01,Australia fires,0.0
2015-03-01,Australia fires,0.0
2015-04-01,Australia fires,0.0
2015-05-01,Australia fires,0.0
2015-06-01,Australia fires,0.0
2015-07-01,Australia fires,0.0
2015-08-01,Australia fires,0.0
2015-09-01,Australia fires,0.0
2015-10-01,Australia fires,0.0
2015-11-01,Australia fires,0.0
2015-12-01,Australia fires,1.22
2016-01-01,Australia fires,1.25
2016-02-01,Australia fires,0.0
2016-03-01,Australia fires,0.0
2016-04-01,Australia fires,0.0
2016-05-01,Australia fires,0.0
2016-06-01,Australia fires,0.0
2016-07-01,Australia fires,0.0
2016-08-01,Australia fires,0.0
2016-09-01,Australia fires,0.0
2016-10-01,Australia fires,0.0
2016-11-01,Australia fires,0.0
2016-12-01,Australia fires,0.0
2017-01-01,Australia fires,0.0
2017-02-01,Australia fires,0.0
2017-03-01,Australia fires,0.0
2017-04-01,Australia fires,0.0
2017-05-01,Australia fires,0.0
2017-06-01,Australia fires,0.0
2017-07-01,Australia fires,0.0
2017-08-01,Australia fires,0.0
2017-09-01,Australia fires,0.0
2017-10-01,Australia fires,0.0
2017-11-01,Australia fires,0.0
2017-12-01,Australia fires,0.0
2018-01-01,Australia fires,0.0
2018-02-01,Australia fires,0.0
2018-03-01,Australia fires,0.0
2018-04-01,Australia fires,0.0
2018-05-01,Australia fires,0.0
2018-06-01,Australia fires,0.0
2018-07-01,Australia fires,0.0
2018-08-01,Australia fires,0.0
2018-09-01,Australia fires,0.0
2018-10-01,Australia fires,0.0
2018-11-01,Australia fires,0.0
2018-12-01,Australia fires,0.0
2019-01-01,Australia fires,0.0
2019-02-01,Australia fires,0.0
2019-03-01,Australia fires,0.0
2019-04-01,Australia fires,0.0
2019-05-01,Australia fires,0.0
2019-06-01,Australia fires,0.0
2019-07-01,Australia fires,0.0
2019-08-01,Australia fires,0.0
2019-09-01,Australia fires,0.0
2019-10-01,Australia fires,0.0
2019-11-01,Australia fires,8.07
2019-12-01,Australia fires,14.0
2020-01-01,Australia fires,100.0
2020-02-01,Australia fires,4.87
2020-03-01,Australia fires,1.71
2020-04-01,Australia fires,0.86
2020-05-01,Australia fires,0.0
2020-06-01,Australia fires,0.89
2020-07-01,Australia fires,0.0
2020-08-01,Australia fires,0.91
2020-09-01,Australia fires,0.0
2020-10-01,Australia fires,0.0
2020-11-01,Australia fires,1.89
2020-12-01,Australia fires,0.95
2021-01-01,Australia fires,0.0
2021-02-01,Australia fires,1.02
2021-03-01,Australia fires,0.0
2021-04-01,Australia fires,0.0
2021-05-01,Australia fires,0.0
2015-01-01,Bahamas,1.73
2015-02-01,Bahamas,0.0
2015-03-01,Bahamas,0.0
2015-04-01,Bahamas,0.0
2015-05-01,Bahamas,0.0
2015-06-01,Bahamas,0.0
2015-07-01,Bahamas,0.0
2015-08-01,Bahamas,0.0
2015-09-01,Bahamas,0.0
2015-10-01,Bahamas,0.0
2015-11-01,Bahamas,0.0
2015-12-01,Bahamas,0.0
2016-01-01,Bahamas,0.0
2016-02-01,Bahamas,0.0
2016-03-01,Bahamas,1.6
2016-04-01,Bahamas,0.0
2016-05-01,Bahamas,0.0
2016-06-01,Bahamas,0.0
2016-07-01,Bahamas,0.0
2016-08-01,Bahamas,0.0
2016-09-01,Bahamas,0.0
2016-10-01,Bahamas,1.64
2016-11-01,Bahamas,0.0
2016-12-01,Bahamas,0.0
2017-01-01,Bahamas,3.03
2017-02-01,Bahamas,0.0
2017-03-01,Bahamas,0.0
2017-04-01,Bahamas,1.55
2017-05-01,Bahamas,0.0
2017-06-01,Bahamas,0.0
2017-07-01,Bahamas,0.0
2017-08-01,Bahamas,0.0
2017-09-01,Bahamas,1.57
2017-10-01,Bahamas,1.5
2017-11-01,Bahamas,0.0
2017-12-01,Bahamas,1.53
2018-01-01,Bahamas,1.41
2018-02-01,Bahamas,0.0
2018-03-01,Bahamas,0.0
2018-04-01,Bahamas,0.0
2018-05-01,Bahamas,0.0
2018-06-01,Bahamas,0.0
2018-07-01,Bahamas,0.0
2018-08-01,Bahamas,0.0
2018-09-01,Bahamas,0.0
2018-10-01,Bahamas,0.0
2018-11-01,Bahamas,0.0
2018-12-01,Bahamas,0.0
2019-01-01,Bahamas,0.0
2019-02-01,Bahamas,0.0
2019-03-01,Bahamas,0.0
2019-04-01,Bahamas,0.0
2019-05-01,Bahamas,0.0
2019-06-01,Bahamas,1.4
2019-07-01,Bahamas,0.0
2019-08-01,Bahamas,0.0
2019-09-01,Bahamas,100.0
2019-10-01,Bahamas,1.27
2019-11-01,Bahamas,1.32
2019-12-01,Bahamas,1.31
2020-01-01,Bahamas,1.25
2020-02-01,Bahamas,0.0
2020-03-01,Bahamas,1.12
2020-04-01,Bahamas,1.13
2020-05-01,Bahamas,0.0
2020-06-01,Bahamas,0.0
2020-07-01,Bahamas,0.0
2020-08-01,Bahamas,0.0
2020-09-01,Bahamas,0.0
2020-10-01,Bahamas,0.0
2020-11-01,Bahamas,0.0
2020-12-01,Bahamas,0.0
2021-01-01,Bahamas,0.0
2021-02-01,Bahamas,0.0
2021-03-01,Bahamas,0.0
2021-04-01,Bahamas,0.0
2021-05-01,Bahamas,0.0
2015-01-01,Bees,15.03
2015-02-01,Bees,0.0
2015-03-01,Bees,14.67
2015-04-01,Bees,0.0
2015-05-01,Bees,14.69
2015-06-01,Bees,15.01
2015-07-01,Bees,29.36
2015-08-01,Bees,29.11
2015-09-01,Bees,28.36
2015-10-01,Bees,0.0
2015-11-01,Bees,0.0
2015-12-01,Bees,0.0
2016-01-01,Bees,28.39
2016-02-01,Bees,14.72
2016-03-01,Bees,13.97
2016-04-01,Bees,28.71
2016-05-01,Bees,28.17
2016-06-01,Bees,14.71
2016-07-01,Bees,60.6
2016-08-01,Bees,30.72
2016-09-01,Bees,14.95
2016-10-01,Bees,100.0
2016-11-01,Bees,14.39
2016-12-01,Bees,13.91
2017-01-01,Bees,0.0
2017-02-01,Bees,14.08
2017-03-01,Bees,37.92
2017-04-01,Bees,40.45
2017-05-01,Bees,13.42
2017-06-01,Bees,14.25
2017-07-01,Bees,28.15
2017-08-01,Bees,13.41
2017-09-01,Bees,13.67
2017-10-01,Bees,13.04
2017-11-01,Bees,0.0
2017-12-01,Bees,13.29
2018-01-01,Bees,24.48
2018-02-01,Bees,40.4
2018-03-01,Bees,12.25
2018-04-01,Bees,50.5
2018-05-01,Bees,62.55
2018-06-01,Bees,38.08
2018-07-01,Bees,25.05
2018-08-01,Bees,61.53
2018-09-01,Bees,0.0
2018-10-01,Bees,48.44
2018-11-01,Bees,12.41
2018-12-01,Bees,12.57
2019-01-01,Bees,12.04
2019-02-01,Bees,26.05
2019-03-01,Bees,11.94
2019-04-01,Bees,0.0
2019-05-01,Bees,81.91
2019-06-01,Bees,60.98
