month,term,value
2020-05-01,Aleppo,0.0
2020-06-01,Aleppo,0.0
2020-07-01,Aleppo,0.0
2020-08-01,Aleppo,0.0
2020-09-01,Aleppo,0.0
2020-10-01,Aleppo,0.0
2020-11-01,Aleppo,0.0
2020-12-01,Aleppo,0.0
2021-01-01,Aleppo,0.0
2021-02-01,Aleppo,0.0
2021-03-01,Aleppo,0.0
2021-04-01,Aleppo,0.0
2021-05-01,Aleppo,0.0
2015-01-01,Amazon rainforest,0.0
2015-02-01,Amazon rainforest,0.0
2015-03-01,Amazon rainforest,0.0
2015-04-01,Amazon rainforest,0.0
2015-05-01,Amazon rainforest,0.32
2015-06-01,Amazon rainforest,0.0
2015-07-01,Amazon rainforest,0.0
2015-08-01,Amazon rainforest,0.0
2015-09-01,Amazon rainforest,0.0
2015-10-01,Amazon rainforest,0.0
2015-11-01,Amazon rainforest,0.0
2015-12-01,Amazon rainforest,0.0
2016-01-01,Amazon rainforest,0.0
2016-02-01,Amazon rainforest,0.0
2016-03-01,Amazon rainforest,0.0
2016-04-01,Amazon rainforest,0.0
2016-05-01,Amazon rainforest,0.62
2016-06-01,Amazon rainforest,0.0
2016-07-01,Amazon rainforest,0.33
2016-08-01,Amazon rainforest,0.0
2016-09-01,Amazon rainforest,0.0
2016-10-01,Amazon rainforest,0.0
2016-11-01,Amazon rainforest,0.0
2016-12-01,Amazon rainforest,0.0
2017-01-01,Amazon rainforest,0.0
2017-02-01,Amazon rainforest,0.31
2017-03-01,Amazon rainforest,0.0
2017-04-01,Amazon rainforest,0.0
2017-05-01,Amazon rainforest,0.3
2017-06-01,Amazon rainforest,0.0
2017-07-01,Amazon rainforest,0.0
2017-08-01,Amazon rainforest,0.0
2017-09-01,Amazon rainforest,0.0
2017-10-01,Amazon rainforest,0.0
2017-11-01,Amazon rainforest,0.0
2017-12-01,Amazon rainforest,0.59
2018-01-01,Amazon rainforest,0.0
2018-02-01,Amazon rainforest,0.59
2018-03-01,Amazon rainforest,0.27
2018-04-01,Amazon rainforest,0.0
2018-05-01,Amazon rainforest,0.0
2018-06-01,Amazon rainforest,0.28
2018-07-01,Amazon rainforest,0.0
2018-08-01,Amazon rainforest,0.0
2018-09-01,Amazon rainforest,0.0
2018-10-01,Amazon rainforest,0.0
2018-11-01,Amazon rainforest,0.27
2018-12-01,Amazon rainforest,0.0
2019-01-01,Amazon rainforest,0.0
2019-02-01,Amazon rainforest,0.0
2019-03-01,Amazon rainforest,0.0
2019-04-01,Amazon rainforest,0.0
2019-05-01,Amazon rainforest,0.0
2019-06-01,Amazon rainforest,0.0
2019-07-01,Amazon rainforest,0.0
2019-08-01,Amazon rainforest,21.88
2019-09-01,Amazon rainforest,1.04
2019-10-01,Amazon rainforest,0.0
2019-11-01,Amazon rainforest,0.51
2019-12-01,Amazon rainforest,0.0
2020-01-01,Amazon rainforest,0.96
2020-02-01,Amazon rainforest,0.24
2020-03-01,Amazon rainforest,0.22
2020-04-01,Amazon rainforest,0.0
2020-05-01,Amazon rainforest,0.0
2020-06-01,Amazon rainforest,0.45
2020-07-01,Amazon rainforest,0.0
2020-08-01,Amazon rainforest,0.23
2020-09-01,Amazon rainforest,0.22
2020-10-01,Amazon rainforest,0.23
2020-11-01,Amazon rainforest,0.24
2020-12-01,Amazon rainforest,0.0
2021-01-01,Amazon rainforest,0.23
2021-02-01,Amazon rainforest,0.26
2021-03-01,Amazon rainforest,0.68
2021-04-01,Amazon rainforest,0.0
2021-05-01,Amazon rainforest,0.0
2015-01-01,Anger management,0.66
2015-02-01,Anger management,0.36
2015-03-01,Anger management,1.3
2015-04-01,Anger management,0.67
2015-05-01,Anger management,0.97
2015-06-01,Anger management,0.33
2015-07-01,Anger management,0.97
2015-08-01,Anger management,0.96
2015-09-01,Anger management,0.63
2015-10-01,Anger management,0.59
2015-11-01,Anger management,0.92
2015-12-01,Anger management,0.61
2016-01-01,Anger management,0.0
2016-02-01,Anger management,0.98
2016-03-01,Anger management,0.62
2016-04-01,Anger management,0.0
2016-05-01,Anger management,0.62
2016-06-01,Anger management,1.62
2016-07-01,Anger management,0.33
2016-08-01,Anger management,0.34
2016-09-01,Anger management,0.33
2016-10-01,Anger management,0.32
2016-11-01,Anger management,0.32
2016-12-01,Anger management,0.31
2017-01-01,Anger management,0.58
2017-02-01,Anger management,0.93
2017-03-01,Anger management,0.84
2017-04-01,Anger management,0.3
2017-05-01,Anger management,0.0
2017-06-01,Anger management,0.31
2017-07-01,Anger management,0.0
2017-08-01,Anger management,0.59
2017-09-01,Anger management,0.6
2017-10-01,Anger management,0.58
2017-11-01,Anger management,1.16
2017-12-01,Anger management,0.59
2018-01-01,Anger management,0.27
2018-02-01,Anger management,0.89
2018-03-01,Anger management,1.35
2018-04-01,Anger management,1.12
2018-05-01,Anger management,0.83
2018-06-01,Anger management,0.28
2018-07-01,Anger management,1.38
2018-08-01,Anger management,0.27
2018-09-01,Anger management,1.11
2018-10-01,Anger management,1.34
2018-11-01,Anger management,0.55
2018-12-01,Anger management,0.0
2019-01-01,Anger management,0.27
2019-02-01,Anger management,0.29
2019-03-01,Anger management,0.0
2019-04-01,Anger management,0.55
2019-05-01,Anger management,0.26
2019-06-01,Anger management,0.54
2019-07-01,Anger management,0.79
2019-08-01,Anger management,1.04
2019-09-01,Anger management,0.78
2019-10-01,Anger management,0.73
2019-11-01,Anger management,0.51
2019-12-01,Anger management,0.25
2020-01-01,Anger management,0.24
2020-02-01,Anger management,0.24
2020-03-01,Anger management,0.65
2020-04-01,Anger management,0.22
2020-05-01,Anger management,1.07
2020-06-01,Anger management,0.67
2020-07-01,Anger management,0.69
2020-08-01,Anger management,0.69
2020-09-01,Anger management,0.45
2020-10-01,Anger management,0.0
2020-11-01,Anger management,0.71
2020-12-01,Anger management,0.24
2021-01-01,Anger management,0.47
2021-02-01,Anger management,0.77
2021-03-01,Anger management,1.13
2021-04-01,Anger management,0.72
2021-05-01,Anger management,3.87
2015-01-01,Anorexia,1.99
2015-02-01,Anorexia,1.43
2015-03-01,Anorexia,3.24
2015-04-01,Anorexia,2.01
2015-05-01,Anorexia,0.97
2015-06-01,Anorexia,0.99
2015-07-01,Anorexia,2.27
2015-08-01,Anorexia,1.29
2015-09-01,Anorexia,2.5
2015-10-01,Anorexia,1.49
2015-11-01,Anorexia,3.37
2015-12-01,Anorexia,1.23
2016-01-01,Anorexia,2.51
2016-02-01,Anorexia,1.3
2016-03-01,Anorexia,2.16
2016-04-01,Anorexia,0.95
2016-05-01,Anorexia,2.49
2016-06-01,Anorexia,2.6
2016-07-01,Anorexia,1.0
2016-08-01,Anorexia,1.02
2016-09-01,Anorexia,1.98
2016-10-01,Anorexia,0.95
2016-11-01,Anorexia,1.59
2016-12-01,Anorexia,0.92
2017-01-01,Anorexia,2.04
2017-02-01,Anorexia,0.62
2017-03-01,Anorexia,0.56
2017-04-01,Anorexia,1.79
2017-05-01,Anorexia,2.08
2017-06-01,Anorexia,0.31
2017-07-01,Anorexia,0.62
2017-08-01,Anorexia,2.07
2017-09-01,Anorexia,1.81
2017-10-01,Anorexia,1.15
2017-11-01,Anorexia,2.89
2017-12-01,Anorexia,1.17
2018-01-01,Anorexia,0.81
2018-02-01,Anorexia,0.59
2018-03-01,Anorexia,1.89
2018-04-01,Anorexia,1.67
2018-05-01,Anorexia,0.83
2018-06-01,Anorexia,1.12
2018-07-01,Anorexia,2.49
2018-08-01,Anorexia,1.09
2018-09-01,Anorexia,1.11
2018-10-01,Anorexia,1.34
2018-11-01,Anorexia,2.74
2018-12-01,Anorexia,1.39
2019-01-01,Anorexia,1.86
2019-02-01,Anorexia,0.86
2019-03-01,Anorexia,2.9
2019-04-01,Anorexia,1.93
2019-05-01,Anorexia,1.55
2019-06-01,Anorexia,2.15
2019-07-01,Anorexia,0.52
2019-08-01,Anorexia,0.78
2019-09-01,Anorexia,1.82
2019-10-01,Anorexia,1.71
2019-11-01,Anorexia,1.01
2019-12-01,Anorexia,1.01
2020-01-01,Anorexia,0.48
2020-02-01,Anorexia,1.96
2020-03-01,Anorexia,1.29
2020-04-01,Anorexia,2.6
2020-05-01,Anorexia,0.0
2020-06-01,Anorexia,1.79
2020-07-01,Anorexia,2.06
2020-08-01,Anorexia,2.29
2020-09-01,Anorexia,1.79
2020-10-01,Anorexia,0.69
2020-11-01,Anorexia,1.19
2020-12-01,Anorexia,2.16
2021-01-01,Anorexia,3.27
2021-02-01,Anorexia,2.83
2021-03-01,Anorexia,1.36
2021-04-01,Anorexia,0.72
2021-05-01,Anorexia,0.0
2015-01-01,Anxiety,1.66
2015-02-01,Anxiety,1.07
2015-03-01,Anxiety,0.65
2015-04-01,Anxiety,1.34
2015-05-01,Anxiety,1.95
2015-06-01,Anxiety,0.66
2015-07-01,Anxiety,0.65
2015-08-01,Anxiety,1.29
2015-09-01,Anxiety,2.82
2015-10-01,Anxiety,2.68
2015-11-01,Anxiety,1.84
2015-12-01,Anxiety,3.38
2016-01-01,Anxiety,1.57
2016-02-01,Anxiety,0.98
2016-03-01,Anxiety,0.93
2016-04-01,Anxiety,1.59
2016-05-01,Anxiety,3.42
2016-06-01,Anxiety,1.3
2016-07-01,Anxiety,3.01
2016-08-01,Anxiety,2.71
2016-09-01,Anxiety,1.98
2016-10-01,Anxiety,1.26
2016-11-01,Anxiety,3.18
2016-12-01,Anxiety,1.54
2017-01-01,Anxiety,1.46
2017-02-01,Anxiety,1.24
2017-03-01,Anxiety,3.07
2017-04-01,Anxiety,1.49
2017-05-01,Anxiety,2.08
2017-06-01,Anxiety,1.57
2017-07-01,Anxiety,0.93
2017-08-01,Anxiety,2.37
2017-09-01,Anxiety,1.81
2017-10-01,Anxiety,3.74
2017-11-01,Anxiety,1.45
2017-12-01,Anxiety,2.35
2018-01-01,Anxiety,2.43
2018-02-01,Anxiety,2.08
2018-03-01,Anxiety,1.35
2018-04-01,Anxiety,3.07
2018-05-01,Anxiety,1.38
2018-06-01,Anxiety,2.52
2018-07-01,Anxiety,3.04
2018-08-01,Anxiety,1.09
2018-09-01,Anxiety,1.94
2018-10-01,Anxiety,1.34
2018-11-01,Anxiety,1.1
2018-12-01,Anxiety,1.94
2019-01-01,Anxiety,1.86
2019-02-01,Anxiety,2.01
2019-03-01,Anxiety,1.05
2019-04-01,Anxiety,1.1
2019-05-01,Anxiety,1.29
2019-06-01,Anxiety,1.08
2019-07-01,Anxiety,1.83
2019-08-01,Anxiety,3.13
2019-09-01,Anxiety,2.6
2019-10-01,Anxiety,0.97
2019-11-01,Anxiety,2.03
2019-12-01,Anxiety,1.01
2020-01-01,Anxiety,1.44
2020-02-01,Anxiety,3.18
2020-03-01,Anxiety,1.08
2020-04-01,Anxiety,1.73
2020-05-01,Anxiety,1.72
2020-06-01,Anxiety,3.81
2020-07-01,Anxiety,0.46
2020-08-01,Anxiety,1.83
2020-09-01,Anxiety,2.68
2020-10-01,Anxiety,2.78
2020-11-01,Anxiety,0.71
2020-12-01,Anxiety,1.68
2021-01-01,Anxiety,2.34
2021-02-01,Anxiety,1.03
2021-03-01,Anxiety,1.36
2021-04-01,Anxiety,0.96
2021-05-01,Anxiety,7.75
2015-01-01,Australia fires,0.66
2015-02-01,Australia fires,0.0
2015-03-01,Australia fires,0.0
2015-04-01,Australia fires,0.0
2015-05-01,Australia fires,0.0
2015-06-01,Australia fires,0.0
2015-07-01,Australia fires,0.0
2015-08-01,Australia fires,0.0
2015-09-01,Australia fires,0.0
2015-10-01,Australia fires,0.0
2015-11-01,Australia fires,0.0
2015-12-01,Australia fires,0.31
2016-01-01,Australia fires,0.31
2016-02-01,Australia fires,0.0
2016-03-01,Australia fires,0.0
2016-04-01,Australia fires,0.0
2016-05-01,Australia fires,0.0
2016-06-01,Australia fires,0.0
2016-07-01,Australia fires,0.0
2016-08-01,Australia fires,0.0
2016-09-01,Australia fires,0.0
2016-10-01,Australia fires,0.0
2016-11-01,Australia fires,0.0
2016-12-01,Australia fires,0.0
2017-01-01,Australia fires,0.0
2017-02-01,Australia fires,0.0
2017-03-01,Australia fires,0.0
2017-04-01,Australia fires,0.0
2017-05-01,Australia fires,0.0
2017-06-01,Australia fires,0.0
2017-07-01,Australia fires,0.0
2017-08-01,Australia fires,0.0
2017-09-01,Australia fires,0.0
2017-10-01,Australia fires,0.0
2017-11-01,Australia fires,0.0
2017-12-01,Australia fires,0.0
2018-01-01,Australia fires,0.0
2018-02-01,Australia fires,0.0
2018-03-01,Australia fires,0.0
2018-04-01,Australia fires,0.0
2018-05-01,Australia fires,0.0
2018-06-01,Australia fires,0.0
2018-07-01,Australia fires,0.0
2018-08-01,Australia fires,0.0
2018-09-01,Australia fires,0.0
2018-10-01,Australia fires,0.0
2018-11-01,Australia fires,0.0
2018-12-01,Australia fires,0.0
2019-01-01,Australia fires,0.0
2019-02-01,Australia fires,0.0
2019-03-01,Australia fires,0.0
2019-04-01,Australia fires,0.0
2019-05-01,Australia fires,0.0
2019-06-01,Australia fires,0.0
2019-07-01,Australia fires,0.0
2019-08-01,Australia fires,0.0
2019-09-01,Australia fires,0.0
2019-10-01,Australia fires,0.0
2019-11-01,Australia fires,2.03
2019-12-01,Australia fires,3.52
2020-01-01,Australia fires,25.14
2020-02-01,Australia fires,1.22
2020-03-01,Australia fires,0.43
2020-04-01,Australia fires,0.22
2020-05-01,Australia fires,0.0
2020-06-01,Australia fires,0.22
2020-07-01,Australia fires,0.0
2020-08-01,Australia fires,0.23
2020-09-01,Australia fires,0.0
2020-10-01,Australia fires,0.0
2020-11-01,Australia fires,0.47
2020-12-01,Australia fires,0.24
2021-01-01,Australia fires,0.0
2021-02-01,Australia fires,0.26
2021-03-01,Australia fires,0.0
2021-04-01,Australia fires,0.0
2021-05-01,Australia fires,0.0
2015-01-01,Bahamas,0.33
2015-02-01,Bahamas,0.0
2015-03-01,Bahamas,0.0
2015-04-01,Bahamas,0.0
2015-05-01,Bahamas,0.0
2015-06-01,Bahamas,0.0
2015-07-01,Bahamas,0.0
2015-08-01,Bahamas,0.0
2015-09-01,Bahamas,0.0
2015-10-01,Bahamas,0.0
2015-11-01,Bahamas,0.0
2015-12-01,Bahamas,0.0
2016-01-01,Bahamas,0.0
2016-02-01,Bahamas,0.0
2016-03-01,Bahamas,0.31
2016-04-01,Bahamas,0.0
2016-05-01,Bahamas,0.0
2016-06-01,Bahamas,0.0
2016-07-01,Bahamas,0.0
2016-08-01,Bahamas,0.0
2016-09-01,Bahamas,0.0
2016-10-01,Bahamas,0.32
2016-11-01,Bahamas,0.0
2016-12-01,Bahamas,0.0
2017-01-01,Bahamas,0.58
2017-02-01,Bahamas,0.0
2017-03-01,Bahamas,0.0
2017-04-01,Bahamas,0.3
2017-05-01,Bahamas,0.0
2017-06-01,Bahamas,0.0
2017-07-01,Bahamas,0.0
2017-08-01,Bahamas,0.0
2017-09-01,Bahamas,0.3
2017-10-01,Bahamas,0.29
2017-11-01,Bahamas,0.0
2017-12-01,Bahamas,0.29
2018-01-01,Bahamas,0.27
2018-02-01,Bahamas,0.0
2018-03-01,Bahamas,0.0
2018-04-01,Bahamas,0.0
2018-05-01,Bahamas,0.0
2018-06-01,Bahamas,0.0
2018-07-01,Bahamas,0.0
2018-08-01,Bahamas,0.0
2018-09-01,Bahamas,0.0
2018-10-01,Bahamas,0.0
2018-11-01,Bahamas,0.0
2018-12-01,Bahamas,0.0
2019-01-01,Bahamas,0.0
2019-02-01,Bahamas,0.0
2019-03-01,Bahamas,0.0
2019-04-01,Bahamas,0.0
2019-05-01,Bahamas,0.0
2019-06-01,Bahamas,0.27
2019-07-01,Bahamas,0.0
2019-08-01,Bahamas,0.0
2019-09-01,Bahamas,19.22
2019-10-01,Bahamas,0.24
2019-11-01,Bahamas,0.25
2019-12-01,Bahamas,0.25
2020-01-01,Bahamas,0.24
2020-02-01,Bahamas,0.0
2020-03-01,Bahamas,0.22
2020-04-01,Bahamas,0.22
2020-05-01,Bahamas,0.0
2020-06-01,Bahamas,0.0
2020-07-01,Bahamas,0.0
2020-08-01,Bahamas,0.0
2020-09-01,Bahamas,0.0
2020-10-01,Bahamas,0.0
2020-11-01,Bahamas,0.0
2020-12-01,Bahamas,0.0
2021-01-01,Bahamas,0.0
2021-02-01,Bahamas,0.0
2021-03-01,Bahamas,0.0
2021-04-01,Bahamas,0.0
2021-05-01,Bahamas,0.0
2015-01-01,Bees,0.33
2015-02-01,Bees,0.0
2015-03-01,Bees,0.32
2015-04-01,Bees,0.0
2015-05-01,Bees,0.32
2015-06-01,Bees,0.33
2015-07-01,Bees,0.65
2015-08-01,Bees,0.64
2015-09-01,Bees,0.63
2015-10-01,Bees,0.0
2015-11-01,Bees,0.0
2015-12-01,Bees,0.0
2016-01-01,Bees,0.63
2016-02-01,Bees,0.33
2016-03-01,Bees,0.31
2016-04-01,Bees,0.63
2016-05-01,Bees,0.62
2016-06-01,Bees,0.32
2016-07-01,Bees,1.34
2016-08-01,Bees,0.68
2016-09-01,Bees,0.33
2016-10-01,Bees,2.21
2016-11-01,Bees,0.32
2016-12-01,Bees,0.31
2017-01-01,Bees,0.0
2017-02-01,Bees,0.31
2017-03-01,Bees,0.84
2017-04-01,Bees,0.89
2017-05-01,Bees,0.3
2017-06-01,Bees,0.31
2017-07-01,Bees,0.62
2017-08-01,Bees,0.3
2017-09-01,Bees,0.3
2017-10-01,Bees,0.29
2017-11-01,Bees,0.0
2017-12-01,Bees,0.29
2018-01-01,Bees,0.54
2018-02-01,Bees,0.89
2018-03-01,Bees,0.27
2018-04-01,Bees,1.12
2018-05-01,Bees,1.38
2018-06-01,Bees,0.84
2018-07-01,Bees,0.55
2018-08-01,Bees,1.36
2018-09-01,Bees,0.0
2018-10-01,Bees,1.07
2018-11-01,Bees,0.27
2018-12-01,Bees,0.28
2019-01-01,Bees,0.27
2019-02-01,Bees,0.58
2019-03-01,Bees,0.26
2019-04-01,Bees,0.0
2019-05-01,Bees,1.81
2019-06-01,Bees,1.35
